loss,val_loss
0.010771228931844234,0.0021770852617919445
0.0010938834166154265,0.0014325055526569486
0.0009095155401155353,0.0027061221189796925
0.0009520772146061063,0.001304427976720035
0.0008148738997988403,0.0012540858006104827
0.0007914131274446845,0.001624150900170207
0.0008466237923130393,0.0012258290080353618
0.000818893255200237,0.0013244494330137968
0.0006551042315550148,0.0021004383452236652
0.0006969777168706059,0.0012400751002132893
0.0006592100253328681,0.0013419829774647951
0.0006379669648595154,0.0011492868652567267
0.0006271351594477892,0.0011210839729756117
0.000607947469688952,0.0009197982144542038
0.0006214574677869678,0.0026732580736279488
0.0005978614208288491,0.0011394036700949073
0.0005228298250585794,0.0008346819086000323
0.0004961859085597098,0.0008432711474597454
0.000498145935125649,0.0009297775104641914
0.0004871315322816372,0.0010434809373691678
0.0004955940530635417,0.0007480151252821088
0.0004621620464604348,0.00098052725661546
0.0004709394706878811,0.0007214449578896165
0.0004785041091963649,0.0015329712769016623
0.0004550192679744214,0.0006923088803887367
0.00045156051055528224,0.0008835173794068396
0.0004525710828602314,0.0012259101495146751
0.00044868909753859043,0.0007119236397556961
0.0003932005201932043,0.0007434574072249234
0.00046802902943454683,0.0008731232373975217
0.00044726679334416986,0.0007816122379153967
0.00042107427725568414,0.0014533879002556205
0.0004666676395572722,0.0006044776528142393
0.0004175401118118316,0.0016171254683285952
0.00038851890712976456,0.0010504592210054398
0.00040038846782408655,0.0016014502616599202
0.00040269375313073397,0.0009948473889380693
0.000397974974475801,0.0006799904513172805
0.0003912659012712538,0.0007875175797380507
0.00039222752093337476,0.0005872200708836317
0.0004002322966698557,0.0005852907779626548
0.0003889250219799578,0.0006714172195643187
0.0003635020984802395,0.0005855109193362296
0.00038380036130547523,0.0006811654893681407
0.0003896413545589894,0.0005249351961538196
0.00042948342161253095,0.0010106435511261225
0.00034264507121406496,0.0007392435800284147
0.0003425863687880337,0.0005005851853638887
0.0003950214886572212,0.0007816141005605459
0.0003232364833820611,0.0007126112468540668
0.0003319749375805259,0.0007157126092351973
0.0003343186108395457,0.0005840578232891858
0.0003116002772003412,0.0004904480883851647
0.0003159708867315203,0.00046636900515295565
0.00037544529186561704,0.0019969588611274958
0.0003366561431903392,0.0006011498044244945
0.00032863079104572535,0.00046750420005992055
0.0003425051108933985,0.0004935914184898138
0.0002796004991978407,0.0006565069197677076
0.00030186816002242267,0.0010492486180737615
0.00032836332684382796,0.0008119530975818634
0.00037713980418629944,0.0009167028474621475
0.0003317511873319745,0.0005579580320045352
0.00033408106537535787,0.0011248158989474177
